,comments,sentiment,Translation
174,小鸡电影包装下，华裔身份东方想象毫无突围可言。笑料有一些，设定也okay，但奇观、窥视都未能实现。对富豪的想象力匮乏，海天盛宴看似人均300，而真爱大过天也只是博弈的谎言。,0.9996152690884637,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 37 MINUTES 44 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
175,意淫片如同美国女性版战狼,0.98159721137254,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 37 MINUTES 43 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
176,就像影片中的老音乐一样欲盖弥彰，所谓的东西方文化碰撞都是非常刻板印象的，不过毕竟只是一部肤浅的chick-flick。PS：Constance Wu不应该是和Randall Park配一对的吗？！,0.81414801716522,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 37 MINUTES 41 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
177,居然能拉到这等卡司,0.7629983183042572,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 37 MINUTES 41 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
178,用一个西方角度讲一个东方传统内核的故事。单从电影出发，我是真心看不下去，毕竟二十年前看的那些偶像剧都比这个拍的好玩。,0.9999978409273438,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 37 MINUTES 38 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
179,我和我朋友，作为全场唯二的亚裔，在影片结束时，受到了注目。,0.38187410673996103,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 37 MINUTES 37 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
180,麻雀直闯富豪关，终于摇身变凤凰，真爱能打破一切，观感还算顺畅不尴尬。话题性好莱坞全亚裔班底，套上童话故事的模子，东西方文化差异为看点，满足西方之于东方印象的作品。,0.9999999488344564,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 37 MINUTES 36 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
181,"在美国看的第一场电影。彻底爆米花电影，好莱坞故事结构，一分钟都不想流失观众，但是所有的hook,对我来说都没用。旁边的美国大妞从头笑到尾，有些笑点对于我来说太old school，那是我大学写剧本时候的套路了。突然想起来，读大学的时候我也是写过话剧剧本，排过话剧的人，呀。以前比现在艺术多了，某种程度而言，被夸艺术比被夸文艺要好吧。爆米花电影，我只吃了五颗爆米花，也决定了我不太喜欢这类电影吧。看完荡然无存，男女主都尽力了，可是我还是只看到了闪着光的杨紫琼。太美貌了，舍不得她老去。电影太空中楼阁了，所有场景没什么是接地气的，都是大量的纸醉金迷展示，这是西方人对有钱华人的想象吧。可是觉得还是太刻板印象了。期待在美国多看电影吧。",1.0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 37 MINUTES 36 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
182,去过新加坡和纽约，你就知道这个电影是有多无趣了。一个外壳包裹下的辛酸华人故事吗？呵呵。破坏了新加坡在我心中的好印象。,0.9999588873308355,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 37 MINUTES 35 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
183,新上映片 time sq全部爆满 非常老套的故事 但拍得很亲人 各种完美融合 有美式片的单身派对 槽点搞笑 更有亚洲家庭文化的冲突 多段场景都可圈可点 Dr ken 闺蜜太可爱 大爱大堂姐啊 非常妙的设置 妈妈 堂姐 不同与平凡家庭结合的前例 婚礼场太美 太感动 看到女主妈来了突然很想妈妈😥最重要的感受当然是 有钱真好啊 好好努力赚钱啊！💰,0.9999999994400521,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 37 MINUTES 35 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
184,这片和中国人的关系大概就像瓦坎达和乌干达的关系那么大。,0.8265626513918984,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 37 MINUTES 34 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
185,全亚洲人卡司在美国对于ab亚来说真的是意义重大的存在，在美呆了这几年也能站在他们的角度体会。剧情除外，一些小细节能看出用心，笑点也足，motion graphic部分很棒喜欢。,0.999996222202795,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 37 MINUTES 34 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
186,ABC对中国文化的理解肤浅且充满stereotype。不过能指望他们有多了解呢？片子本身也不是特别好看，和恶毒婆婆斗智斗勇戏份太少，大部分时间都在展示男主家有多有钱。（PS.我为什么要浪费时间看这个...而且富豪的生活怎么感觉这么土鳖...）,0.9997482448451596,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 33 MINUTES 11 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
187,背景是亚裔但并是讲亚裔的生活，华语歌曲好熟悉。,0.9971709264064332,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 37 MINUTES 32 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
188,#RepresentationMatters# 合格的爱情喜剧，可贵的全亚裔卡司，搞笑浪漫温馨感人都有了。虽然剧情有点俗套，但你看白人的烂俗喜剧还没看够么？白人拯救世界还没腻歪么？25年来终于有了传统大制片厂制作发行、主流影院上映的全亚裔电影，难得展现亚洲甚至华人文化与观念，当然要支持，有必要如此苛刻么？澳洲院线排片不少，看的Vmax上座率很高，各个族裔的观众都有，白人和亚裔观众都不少。影片多处全场都有很欢乐的笑声，结尾还有人鼓掌。,1.0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 37 MINUTES 31 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
189,意外地喜欢！1，女主好看 耐看的五官还有酒窝 特别几次散下来那头头发 有种健康的美（某些角度像汤唯和春夏？）2，特喜欢Peik Lin 她和她爸太像了哈哈哈！3，觉得爱情片不应该是典型的相互暧昧最后表白成功在一起做结尾 像这种相爱遇到困难又解决掉了会更加有人情味。4，影片以外的什么华人主义种族歧视我不深究 但确实告诉了我有时候钱真不是万能的 可能我偏浪漫主义（ 飞机求婚那里感动得快哭了 5，有钱人生活真的想象不到 但看看也过瘾。,0.9999999999931333,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 37 MINUTES 31 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
190,都8012年了Coldplay的Yellow还是电影重要插曲的优质选择。,0.8928411992614451,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 37 MINUTES 29 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
191,虽然是换个肤色就能再套一遍的故事 但是看得挺开心的   正经炫富就很爽啊  而且歌单真的很不错 虽然最后的yellow有点诡异  我赚钱很累 我需要看这种片子,0.9999635302334621,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 37 MINUTES 28 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
192,非常夸张，但是并不让人尴尬。今天周三晚上西雅图三家AMC试映，影院爆满，app直接显示sold out，最差的位置都全卖出去了，看星战都没有这样的，观影气氛实在太好！PS：本片基本集合好莱坞全部亚洲明星，片尾曲部分有彩蛋。,0.7217708097290177,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 33 MINUTES 05 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
193,上映一周之后，竟然还是座无虚席。讲的是一群Filthy Rich的Old Money们，唯一的“穷人”是NYU的年轻教授。所以说，这讲的不是普通美国华裔的故事，太多用力过猛的浮夸，不过也并不影响它成为一部合格的爱情喜剧。I'm a crazy broke asian. Sad. @ AMC 34,0.9893590787730272,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 37 MINUTES 26 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
194,北美观众旁观或许喜闻乐见，国人看着也就呵呵一笑。,0.9996907817039626,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 37 MINUTES 26 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
195,把故事情节放在中国吧，脸书推特都被封了，片头那女的的偷拍也就不会传过来。省了一大波镜头。,0.9256535754335884,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 33 MINUTES 03 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
196,两星半，脑子里想的是李安，拍出来的是《小时代》……,0.00892969481526662,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 37 MINUTES 24 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
197,支线故事比主线故事有意思多了 所以男主角除了帅是在纽约干啥 看完全片非常失望：不过又是一个霸道总裁爱上我的灰姑娘故事  看完电影我的结论是应该去买AMC的A-List  20刀看12部电影 那么看烂片只当是享受了一下电影院的座位好了,0.9999992906029135,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 37 MINUTES 24 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
198,华裔和中国长大的孩子不同，细节作出区分是走出刻板印象的第一步。谁说这是童话呢，我怎么觉得结尾像《促织》呢，什么问题都没有解决...（奥卡菲娜Awkwafina太可爱了，很像身边的朋友@AMC,0.99999850428087,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 37 MINUTES 23 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
199,看了提前一周的特别首映 。。。爆笑 lol,0.8731359580203958,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 37 MINUTES 22 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
200,华人炫富，在电影里比其他国家更有过之无不及，反正我脸盲症全不认识。也就是内地暴富的那种電影励不励志我不知道。,0.6972390149983978,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 37 MINUTES 21 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
201,看看九十年代到新千年初的美国亚洲电影，同样是面向西方的东方奇观化视角，以《喜福会》为首都是认真诚恳的，而这里通篇的自我趋同仿佛就像在说: 你看我们也有水喝，你看香蕉可以多白，哦天啊，这还要特地拍出来提醒才是一种地位上的倒退吧…,0.9988707439822971,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 37 MINUTES 21 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
202,"(1)剧情非常不科学, 如果最后不是大团圆会更好 (2)笑点还蛮多的 (3)背景歌都是老的中文流行歌 (4)感觉里面Gemma Chan最赞, 不过怎么看她都是机器人的感觉, 逃不出Humans的印象 (5)那个mansion一看就不是在sg, 查了一下发现是在KL (6)房子的内部装饰很Peranakan, 一点都不是19世纪新移民的风格 (7)那个阿嫲的口音大误, 太中国北方了, 不能忍 (8)那个麻将馆也不在sg, 也是在KL (9)看到了newton hawker centre感觉很神奇 (10)阶级差距太大其实就是无法work out的嘛, Gemma Chan的角色最后对出轨的丈夫说""It is not my job to make you feel like a man. I can't make you something you are not.""感觉说得特别好.",0.9692725936515291,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 37 MINUTES 20 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
203,俗不可耐土得掉渣，纯粹是拍给美国人看的亚裔爱情故事，已经无力吐槽欧美人眼里的亚裔富人形象了。关于东西文化差异刻画的也很浅薄，结局有如被人生生喂了一口shit，女主说好的坚强独立视钱财如粪土的呢，就这么心安理得的嫁入豪门了？？？,0.9999999997136346,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 37 MINUTES 18 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
204,台湾女星被黑到没眼看哈哈哈！全片比想象中好看得多，笑料不断，前半部分极尽奢华纸醉金迷，穿插了亮眼的亚洲特色风光人文，热闹非凡的夜市、各样的美食。后半部分矛盾激发节奏放慢，女主和男主cousin的表演都很细腻动人。许多对白值得细细回味，BGM清一色中文怀旧金曲也甚是良心。,0.9999999999863045,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 37 MINUTES 17 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
205,哈哈哈哈哈哈哈哈,0.9751349273004098,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 37 MINUTES 16 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
206,槽點是自稱‘Chinese’的各種角色幾乎貢獻0身份認同及共感，此外這個故事過於迪士尼了。,0.014934679878051083,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 37 MINUTES 16 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
207,把cliche的标准爱情三段式讲的开开心心热热闹闹全场都很欢乐，影片中闺蜜说女主是外黄内白的banana，而片子自己也是在饺子麻将和大上海舞厅BGM下的自由宣言，不过可惜的是三代的门不当户不对和留美还是回国两个根本矛盾到头来也没解开，不过不去较真的话就真的还不错看,0.9999974736645544,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 32 MINUTES 53 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
208,"有句讲句，作为rom-com已经蛮出色了，撇开亚裔representation的问题，都算是这个类别电影里比较出彩的了，笑点节奏不错，亚裔和亚洲梗都还算走心，选角上除了男主（不够帅啊！）都很出彩，Awkwafina,Ken Jeong和欧阳承包了大量笑料，杨紫琼Constance Wu和Gemma Chan也是很合适。开头回到新加坡的段落还让我看出了想家的气氛也不知道怎么回事。可全程的中文歌配乐都很让人出戏，结尾的HE和大趴也相对败笔。家庭和美国个人主义(follow your passion)的冲突也抓得不错啊。还好看完约了人直接大吃了一顿Nyonya，全程都看得好饿。",0.9999999999999911,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 37 MINUTES 11 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
209,首先这部电影必须要给五星，而且不是违心的给了五星，因为确实是一部好看的喜剧。说没有拍出亚洲底蕴和东方美的都是屁话，一部合格的喜剧爱情电影就是要不同文化不同背景的人都可以enjoy的电影，一部爆米花电影要个屁的底蕴，说这话的人装逼不怕遭雷劈啊。其次Awkwafina is on FIRE!!! Cause her vag is 50 times better than a penis!!!,0.9999945784965089,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 37 MINUTES 10 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
210,别拿捞逼小时代来黑，删了2分钟什么，床戏？至少审美不是网红脸，男的基本胸大过女。一个人包场。,0.39225740102230633,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 37 MINUTES 08 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
211,其实还可以 本来就是讲个老套的故事而已 我确实是为全Asian Cast而去的 因为觉得在国际荧屏上 中国人和亚洲人太少了 就算出现也总是配角或者奇怪的刻板印象。我希望这部电影票房成功了以后 会有更多人愿意给Asian Cast机会 哪怕只是纯商业目的。多给一星 给电影开始前的那句话,0.9999704004279107,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 37 MINUTES 02 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
212,贫穷限制了我的想象力,0.8501173912321798,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 32 MINUTES 37 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
213,本质还是个美国俗套romcom 亚洲富豪的音乐品味还停留在上世纪吗,0.9998391407064842,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 36 MINUTES 56 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
214,剧情俗套，但我还是看哭了……,0.9328096714252677,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 32 MINUTES 30 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
215,这不就是流星花园么,0.7012756006596808,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 36 MINUTES 51 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
216,这不是一部讲述中国人的电影，而是一部讲述华人故事的电影，知道区别了吗？也不知道为何要如此一厢情愿地诋毁这部电影输出的价值观和它的表现形式。你说感到不舒服的情节不是意淫，而是每年每天很大一部分华人在西方人眼中的形象，他们是中国人、美籍华人、其他国家籍的华人，片名叫《超有钱的亚洲人》，请问，中国人就代表了整个亚洲吗？话说，这片子能把如此烂俗的故事讲述得如此轻快已经很难得了，节奏非常出色，某几段戏的处理也是非常出色！,1.0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 32 MINUTES 28 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
217,天啦噜，现象级观影体验，感觉亚裔携家带口全来了，整场电影一直没断过欢呼声。出了电影院所有人都在夸这个电影有多好看，还有几个白人妹子一直在问新加坡在哪。虽然我真的不能说这个电影拍得有多好，但是身在美国的亚裔应该被触动到很多吧。😂😂😂😂😂😂😂😂😂最后一定要说一句，杨紫琼太美了！,0.9999996759117826,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 36 MINUTES 46 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
218,好莱坞视角的亚洲上流社会聚焦，《摘金奇缘》用一个灰姑娘的现代爱情故事为展开，所做的不过仅是在满足西方观众猎奇心态的同时，再一次的将西方主流价值观去灌输给每一个观众，然而在这股真爱至上的爱情价值下，那不接地气，胡乱堆砌的东方元素，以及那令人啼笑皆非的西方思维强加，都使电影显得不仅老土，更为尴尬。,0.9999999999999816,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 32 MINUTES 20 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
219,遥远的两个世界。,0.8909642331833569,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 36 MINUTES 41 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
220,这样欢乐并且讲述坚强女性的爱情故事真的非常难得！让我感到以前喜欢的那种好莱坞浪漫喜剧终于又回来了。这次更强，因为都是亚洲的脸孔！Jon Chu确实很棒！骄傲！,0.9999999999862208,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 36 MINUTES 36 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
221,我理解这部的重要性 而且也很赞同这是一个AA milestone 但你为什么要放中文版Yellow（。,0.9650255798501436,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 36 MINUTES 34 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
222,大骗子电影，老子以为是讲identity crisis的。结果看了这帮人上人的生活之后feels more foreign than watching Captain America,0.9529862713777982,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 36 MINUTES 31 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
223,爱情轻喜剧加上一些stereotyped东方猎奇，完成得还不错，不管怎么说做到了好看。另外理解了为什么杨紫琼吸粉无数。[B-],0.9962232896316928,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 36 MINUTES 27 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
224,人設如此完美無缺的流星花園，迪士尼都編不出。但在北美聽到霸住全場的葛蘭我能打出低分嗎？而且還有91歲的盧燕！！,0.9757649461567162,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 31 MINUTES 59 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
225,有些地方还挺戳心的。女主角眼神戏不错。不过太多地方还是过于浮夸。,0.9667711145528443,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 36 MINUTES 20 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
226,竟然比想象中好看！纸醉金迷，经典华语老歌金曲不断奏响，疯狂亚洲富豪的生活。真羡慕有钱人！美女太多了！新加坡美得醉人！吴恬敏、Gemma Chan、水野索诺娅统统都太美了！！！尤其后两者，身材高挑面容姣好，简直令人羡慕，目光一直不能从这两人身上移开！！Awkwafina看起来非常有喜剧天赋！她的Peik Lin太讨喜了！全片最有腔调最有个性和最搞笑的一角！片尾配上中文翻唱版的《Yellow》让人幸福感满溢！(//▽//)其实电影就是一出很普通的爱情故事，并非什么亚裔版《黑豹》或者好莱坞固化思维的电影。,0.9999999999982749,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 36 MINUTES 16 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
227,骗骗傻白人的,0.005108310171300312,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 36 MINUTES 15 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
228,可能ABC比较有共鸣吧,0.8004161705397119,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 31 MINUTES 52 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
